color,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
,"10,000 B.C.             "
102 Dalmatians 
2 Fast 2 Furious 
"20,000 Leagues Under the Sea "
"20,000 Leagues Under the Sea "
3 
"4 Months, 3 Weeks and 2 Days "
16 to Life 
50 First Dates 
90 Minutes in Heaven 
A Beautiful Mind 
A Farewell to Arms 
A Fine Step 
A Fistful of Dollars 
A Good Day to Die Hard 
A Lego Brickumentary 
A Nightmare on Elm Street 3: Dream Warriors 
A Sound of Thunder 
"A Woman, a Gun and a Noodle Shop "
A Funny Thing Happened on the Way to the Forum 
A Nightmare on Elm Street 
A Streetcar Named Desire 
"A Woman, a Gun and a Noodle Shop "
10 Days in a Madhouse 
2001: A Space Odyssey 
2046 
5 Days of War 
A Low Down Dirty Shame 
A Prairie Home Companion 
A Tale of Three Cities 
A Walk to Remember 
A.I. Artificial Intelligence 
ABCD (Any Body Can Dance) 
AVP: Alien vs. Predator 
Abandoned 
After Earth 
Air Force One 
Ajami 
"Alexander and the Terrible, Horrible, No Good, Very Bad Day "
12 Monkeys  
13 Going on 30 
1911 
27 Dresses 
3 Days to Kill 
30 Days of Night 
30 Minutes or Less 
88 Minutes 
9 
A View to a Kill 
A Warrior's Tail 
About Schmidt 
Ace Ventura: When Nature Calls 
Aladdin 
Alex & Emma 
All Is Bright 
All That Jazz 
All the Real Girls 
Alone with Her 
Along Came a Spider 
Alvin and the Chipmunks: Chipwrecked 
Alvin and the Chipmunks: The Road Chip 
Alvin and the Chipmunks: The Squeakquel 
American Gangster 
American Pie 2 
An American Girl Holiday 
An Ideal Husband 
An Unfinished Life 
Analyze This 
And Then Came Love 
Animals United 
Anna and the King 
Ant-Man 
Antarctica: A Year on Ice 
Antitrust 
Apollo 18 
April Fool's Day 
Arachnophobia 
Archaeology of a Woman 
Army of Darkness 
Arthur Christmas 
Arthur and the Invisibles 
"As Above, So Below "
Addicted 
Ask Me Anything 
Assault on Precinct 13 
Atlantis: The Lost Empire 
Atonement 
Australia 
Babe: Pig in the City 
Babe 
Baby Mama 
Bad Boys II 
Bad Company 
Baghead 
Ballistic: Ecks vs. Sever 
Bambi 
Bandits 
Bang Bang Baby 
Banshee Chapter 
Barney's Version 
Barry Lyndon 
Basic Instinct 2 
Batman & Robin 
Batman Forever 
Batman Returns 
"Batman: The Dark Knight Returns, Part 2 "
2:13 
8 Heads in a Duffel Bag 
A Christmas Story 
A Nightmare on Elm Street 2: Freddy's Revenge 
A Room with a View 
Adam 
Air Bud 
Airplane! 
Animal House 
Antiviral 
August 
Battle Los Angeles 
Battle for the Planet of the Apes 
Battlefield Earth 
Be Cool 
Beasts of the Southern Wild 
Bedtime Stories 
Before Midnight 
Beginners 
Bella 
Ben-Hur 
Beneath the Planet of the Apes 
Bewitched  
Bicentennial Man 
Big Daddy 
Big Fish 
"Big Mommas: Like Father, Like Son "
1941 
21 
3rd Rock from the Sun  
A History of Violence 
A Man Apart 
A Million Ways to Die in the West 
A Monster in Paris 
A Nightmare on Elm Street 
A Thousand Words 
Abduction 
Against the Ropes 
Alex Cross 
Alex Rider: Operation Stormbreaker 
Alfie 
Alive 
Aloha 
American Outlaws 
Amélie 
Angel Eyes 
Apocalypse Now 
Arthur  
At First Sight 
Austin Powers: The Spy Who Shagged Me 
Baahubali: The Beginning 
Bait 
Batman 
Because I Said So 
Big Miracle 
Bill & Ted's Excellent Adventure 
Billy Elliot 
Black Hawk Down 
Black Knight 
Black Rain 
Black Rock 
Blackhat 
